code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_day_click,total_click,befor_modulopen_click,after_modulopen_click,resource_sum_click,oucontent_sum_click,url_sum_click,homepage_sum_click,subpage_sum_click,glossary_sum_click,forumng_sum_click,oucollaborate_sum_click,dataplus_sum_click,quiz_sum_click,ouelluminate_sum_click,sharedsubpage_sum_click,questionnaire_sum_click,page_sum_click,externalquiz_sum_click,ouwiki_sum_click,dualpane_sum_click,repeatactivity_sum_click,folder_sum_click,htmlactivity_sum_click,final_score,date_registration
BBB,2013J,587418,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,3,911,60,851,27,20,20,229,21,-1,461,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.5,-116
BBB,2013J,587423,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,9,2534,62,2472,85,67,32,465,117,8,1648,8,-1,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.1,-122
BBB,2013J,587564,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,3,725,37,688,66,28,81,241,101,-1,111,2,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.6,-17
BBB,2013J,587702,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6,1599,10,1589,18,13,5,410,24,-1,1040,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.9,-101
BBB,2013J,587722,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,Distinction,1,308,0,308,16,21,14,109,32,-1,47,-1,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.8,-89
BBB,2013J,587732,F,Yorkshire Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,3,652,14,638,65,24,88,6,150,-1,228,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4,-95
BBB,2013J,587754,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1,210,17,193,29,7,12,55,33,-1,9,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.1,-60
BBB,2013J,587755,M,South Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,1,186,0,186,12,17,6,52,26,-1,3,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.3,-74
BBB,2013J,587810,F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Pass,5,1427,38,1389,192,77,124,425,318,-1,120,-1,-1,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.4,-52
BBB,2013J,587824,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,2,231,19,212,9,1,15,55,25,2,76,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.1,-120
BBB,2013J,587838,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,5,572,0,572,37,-1,17,121,63,3,305,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.2,-22
BBB,2013J,587923,F,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Pass,2,432,13,419,27,5,28,166,51,7,88,1,-1,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.2,-15
BBB,2013J,587961,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,4,708,26,682,16,4,16,119,29,8,460,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.7,-117
BBB,2013J,587985,F,London Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,1,301,13,288,24,26,4,69,37,-1,57,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.82262094,-100
BBB,2013J,588117,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,5,1231,138,1093,12,11,20,181,23,3,904,12,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84.8,-116
BBB,2013J,588265,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,2,518,0,518,18,45,8,53,19,-1,324,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.7,-9
BBB,2013J,588321,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,2,238,4,234,12,4,2,39,21,-1,86,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.8,-116
BBB,2013J,588355,F,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,2,534,0,534,28,17,38,130,79,-1,116,2,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.8,-29
BBB,2013J,588432,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,2,103,15,88,14,1,20,26,32,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2,-25
BBB,2013J,588445,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,1,44,11,33,11,2,4,8,18,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.95890411,-115
BBB,2013J,588642,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,2,475,15,460,26,13,6,133,49,-1,169,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.8,-59
BBB,2013J,588691,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,3,3,3,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.95890411,-108
BBB,2013J,588713,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,9,6,3,-1,-1,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.45533981,-92
BBB,2013J,588883,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,5,1196,44,1152,27,66,78,262,51,2,613,1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.9,-108
BBB,2013J,588910,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass,3,907,4,903,11,11,9,472,23,-1,297,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.3,-31
BBB,2013J,589067,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,2,514,0,514,46,34,57,149,70,2,56,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-95
BBB,2013J,589123,F,South West Region,HE Qualification,50-60%,35-55,0,120,N,Pass,4,1008,0,1008,31,8,5,164,25,1,693,1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.8,-36
BBB,2013J,589154,F,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,1,33,0,33,2,-1,1,9,6,-1,14,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5,-28
BBB,2013J,589216,M,Ireland,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,16,32,0,32,5,2,3,8,6,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.13260631,-25
BBB,2013J,589296,M,North Western Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,22,6099,44,6055,40,19,34,923,87,1,4915,4,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.8,-109
BBB,2013J,589302,F,Wales,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,4,949,0,949,21,67,27,232,38,1,479,1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,-53
BBB,2013J,589411,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,8,2057,52,2005,126,65,32,390,162,-1,1183,1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.05135135,-22
BBB,2013J,589471,F,South Region,Lower Than A Level,90-100%,35-55,0,90,N,Withdrawn,3,271,86,185,38,3,14,81,34,-1,87,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-37
BBB,2013J,589508,F,South East Region,HE Qualification,20-30%,35-55,0,60,Y,Distinction,6,1650,105,1545,20,20,24,666,60,-1,716,-1,-1,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.8,-32
BBB,2013J,589509,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,1,349,9,340,3,4,12,116,47,-1,103,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-30
BBB,2013J,589903,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,2,500,46,454,88,25,8,155,85,-1,60,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.5,-65
BBB,2013J,589950,F,Wales,Lower Than A Level,10-20%,0-35,0,60,N,Pass,1,267,12,255,23,13,8,79,25,-1,40,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.4,-52
BBB,2013J,590107,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,3,87,19,68,7,-1,4,37,5,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.9,-108
BBB,2013J,590202,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,11,2938,9,2929,6,16,13,277,26,-1,2544,1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.2,-87
BBB,2013J,590231,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Pass,3,763,8,755,14,13,15,273,18,1,306,5,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.6,-91
BBB,2013J,590305,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,39,39,0,39,1,1,-1,3,3,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.4087617,-31
BBB,2013J,590308,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,1,114,2,112,1,1,-1,17,2,-1,39,1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.14576271,-88
BBB,2013J,590325,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,2,383,5,378,12,12,6,81,31,1,144,3,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.8,-44
BBB,2013J,590360,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,0,64,29,35,11,1,3,18,29,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.45533981,-56
BBB,2013J,590362,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,2,387,13,374,23,27,7,49,30,3,182,-1,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76.8,-91
BBB,2013J,590365,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Fail,4,334,1,333,6,-1,4,55,18,-1,235,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.1,-25
BBB,2013J,590372,F,North Region,HE Qualification,40-50%,35-55,0,120,N,Pass,4,990,123,867,35,53,10,370,77,5,360,6,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.6,-74
BBB,2013J,590502,F,Wales,No Formal quals,30-40%,35-55,0,60,N,Fail,6,614,6,608,87,2,29,211,94,1,145,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,-45
BBB,2013J,590625,F,Wales,Lower Than A Level,10-20%,0-35,0,60,N,Pass,3,873,191,682,21,13,84,254,26,-1,403,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,-63
BBB,2013J,590667,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,2,436,19,417,20,11,17,158,15,-1,120,-1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.05135135,-72
BBB,2013J,590668,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,2,92,6,86,10,1,4,25,15,-1,34,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-28
BBB,2013J,590812,F,Wales,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,5,311,45,266,20,1,35,103,63,2,70,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.3,-38
BBB,2013J,590867,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Fail,0,128,1,127,13,3,13,43,28,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.54046118,-101
BBB,2013J,590923,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,44,0,44,2,1,3,10,7,-1,8,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.8,-38
BBB,2013J,590931,F,Ireland,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,2,566,21,545,29,26,45,165,58,-1,179,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.9,-80
BBB,2013J,590994,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,2,446,0,446,4,31,3,123,15,-1,161,1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.68507314,-81
BBB,2013J,591030,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1,178,14,164,7,9,1,28,18,-1,19,2,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70.4,-95
BBB,2013J,591034,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,1,177,36,141,6,9,14,62,12,-1,22,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.6,-53
BBB,2013J,591223,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,Pass,21,5747,219,5528,60,25,62,1434,198,-1,3873,1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.2,-66
BBB,2013J,591257,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,6,957,51,906,15,5,28,146,22,12,661,4,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.1,-45
BBB,2013J,591273,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,2,407,3,404,54,5,7,96,90,-1,84,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.1,-65
BBB,2013J,591299,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,4,916,40,876,128,9,10,310,135,-1,209,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,-51
BBB,2013J,591410,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,1,128,0,128,8,-1,5,19,8,-1,49,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.2,-95
BBB,2013J,591414,F,Ireland,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,3,818,74,744,65,30,62,208,90,2,293,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.1,-65
BBB,2013J,591420,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,2,522,0,522,13,7,3,140,28,-1,260,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-49
BBB,2013J,591440,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,3,38,1,37,-1,2,5,13,6,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.45533981,-95
BBB,2013J,591501,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,3,780,13,767,24,29,24,236,50,-1,323,1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.59092972,-67
BBB,2013J,591518,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2,493,52,441,24,14,13,104,56,4,215,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.4,-42
BBB,2013J,591558,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,4,1169,28,1141,246,24,40,404,107,-1,223,-1,-1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.9,-38
BBB,2013J,591574,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,3,890,54,836,47,18,70,357,63,-1,257,-1,-1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.7,-22
BBB,2013J,591589,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,4,946,4,942,60,37,49,172,143,6,394,1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.8,-56
BBB,2013J,591591,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,1,299,0,299,20,16,3,75,33,-1,65,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.14576271,-46
BBB,2013J,591721,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,7,46,0,46,4,-1,3,17,3,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.60465116,-72
BBB,2013J,591785,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,1,256,3,253,11,1,7,49,17,-1,149,2,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-28
BBB,2013J,591787,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,1,185,0,185,16,13,3,27,14,-1,1,-1,-1,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.5,-60
BBB,2013J,591820,F,London Region,A Level or Equivalent,10-20%,35-55,0,120,N,Pass,4,912,98,814,115,47,29,336,91,-1,161,2,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-95
BBB,2013J,591895,F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,0,3,1,2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2,-3
BBB,2013J,591978,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,2,583,0,583,17,14,26,148,43,-1,306,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.35698182,-29
BBB,2013J,592081,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,5,552,58,494,8,24,9,178,25,-1,279,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.1,-84
BBB,2013J,592147,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,3,957,32,925,20,88,14,292,42,-1,422,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.7,-84
BBB,2013J,592205,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,1,250,8,242,22,1,3,51,21,-1,33,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.4,-46
BBB,2013J,592256,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,1,156,56,100,16,-1,17,71,24,-1,24,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.45533981,-99
BBB,2013J,592290,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,2,420,24,396,60,17,15,124,108,-1,24,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.3,-29
BBB,2013J,592317,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,180,N,Pass,2,534,117,417,13,25,23,159,31,-1,175,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4,-67
BBB,2013J,592322,F,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,8,1938,106,1832,70,117,45,685,110,10,743,5,-1,153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.6,-44
BBB,2013J,592441,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,2,581,12,569,20,5,7,123,30,-1,305,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.3,-45
BBB,2013J,592471,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,4,1090,18,1072,16,11,49,297,11,2,643,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85.3,-79
BBB,2013J,592480,F,Scotland,HE Qualification,10-20%,0-35,0,60,N,Pass,2,507,49,458,34,20,22,194,51,1,101,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73.7,-84
BBB,2013J,592496,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,11,2881,115,2766,7,35,15,401,30,1,2325,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.7,-56
BBB,2013J,592618,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,3,915,24,891,28,27,8,221,61,-1,391,1,-1,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.2,-37
BBB,2013J,592624,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,0,97,8,89,5,15,4,51,10,-1,10,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.6,-91
BBB,2013J,592669,F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn,5,26,26,0,6,-1,2,8,6,-1,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.95890411,-63
BBB,2013J,592772,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,3,717,7,710,33,23,47,125,68,1,305,1,-1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.5,-31
BBB,2013J,592815,F,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,3,773,11,762,4,26,8,234,13,1,391,1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-95
BBB,2013J,592854,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1,336,0,336,11,11,21,124,27,-1,78,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.8,-95
BBB,2013J,592900,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Pass,3,938,41,897,59,46,88,276,156,-1,211,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.3,-58
BBB,2013J,592949,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,1,178,34,144,26,3,6,31,22,-1,5,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-89
BBB,2013J,592972,F,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,5,147,87,60,13,2,7,47,23,8,44,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.95890411,-95
BBB,2013J,593023,F,South Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1,225,7,218,27,8,3,31,48,1,28,-1,-1,77,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,69.1,-32
BBB,2013J,593081,F,South East Region,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,1,147,0,147,5,10,10,46,11,-1,20,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.1,-94
BBB,2013J,593189,F,South Region,Lower Than A Level,70-80%,0-35,0,90,Y,Fail,1,33,13,20,6,-1,10,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.1,-84
BBB,2013J,593281,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,2,83,0,83,7,-1,6,27,14,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.9,-56
BBB,2013J,593299,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail,2,234,21,213,10,4,12,54,19,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.9,-58
BBB,2013J,593385,F,Wales,HE Qualification,80-90%,0-35,0,120,N,Pass,2,654,2,652,35,14,35,231,59,1,186,1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.4,-24
BBB,2013J,593421,F,Ireland,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,2,554,0,554,-1,5,1,56,5,-1,366,1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.2,-22
BBB,2013J,593427,F,Ireland,Lower Than A Level,70-80%,35-55,0,75,N,Pass,3,966,22,944,18,18,14,341,62,7,419,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.4,-45
BBB,2013J,593440,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,3,20,20,0,6,-1,-1,4,7,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.5,-45
BBB,2013J,593441,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,3,301,39,262,11,-1,7,78,17,-1,146,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.5,-45
BBB,2013J,593443,F,Scotland,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn,9,237,40,197,24,7,14,14,61,1,112,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.95890411,-59
BBB,2013J,593444,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,3,862,15,847,37,38,41,180,39,1,441,1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.3,-45
BBB,2013J,593510,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,1,267,0,267,8,18,10,51,14,-1,89,1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.6,-36
BBB,2013J,593513,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1,172,1,171,9,7,13,44,30,-1,2,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.7,-89
BBB,2013J,593514,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1,282,29,253,16,4,27,102,19,-1,2,-1,-1,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.5376619,-91
BBB,2013J,593593,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1,233,15,218,18,22,5,28,22,-1,72,-1,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.6,-67
BBB,2013J,593613,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,5,264,80,184,13,3,6,51,19,1,156,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.2,-91
BBB,2013J,593631,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,4,977,53,924,16,24,83,323,37,3,328,-1,-1,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.7,-89
BBB,2013J,593685,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1,196,25,171,4,34,4,44,18,-1,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.2,-67
BBB,2013J,593692,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,4,1029,0,1029,21,20,51,372,15,2,442,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52.1,-15
